lng,lat
128.467735,37.186053
128.475263,37.188618
128.475263,37.188618
128.475263,37.188618
128.475263,37.188618
128.467553,37.180295
128.466641,37.180353
128.465807,37.180185
128.467404,37.179818
128.467404,37.179818
128.467709,37.179943
128.467404,37.179818
128.467404,37.179818
128.460894,37.177825
128.464987,37.182432
128.464179,37.18476
128.5707336,38.20316959
128.570744,38.202706
128.569329,38.202648
128.569875,38.201633
128.5690397,38.20296884
128.570946,38.201403
128.571106,38.201389
128.5714665,38.20179053
128.571339,38.201354
128.571425,38.201605
128.572578,38.189422
128.572314,38.189394
128.597497,38.189685
128.599967,38.187036
128.598018,38.187299
128.603878,38.172961
128.5872372,38.22317987
128.587443,38.223268
128.5872769,38.22374505
128.594164,38.214125
128.575669,38.208841
128.575432,38.208454
128.603305,38.174827
128.574519,38.201127
128.601544,38.192125
128.582794,38.202292
128.585583,38.222127
128.585583,38.222127
128.604248,38.179385
128.582794,38.202292
128.587383,38.215337
128.621681,38.078999
128.620088,38.078706
128.618027,38.078111
128.628039,38.078111
128.620659,38.079518
128.590341,38.090549
128.765562,37.958901
128.640567,38.061631
128.785211,37.941342
128.707501,38.029669
128.619381,38.077657
128.616488,38.063164
128.730862,38.017758
128.614265,38.137883
128.612021,38.075071
128.618902,38.078788
128.610694,38.076191
128.628025,38.088938
128.610679,38.071561
128.627011,38.077556
128.619185,38.078434
128.619702,38.072161
128.615461,38.074651
128.619441,38.078173
128.619009,38.078142
128.620272,38.072323
128.623786,38.074444
128.623323,38.074981
128.621729,38.078901
128.618616,38.078381
128.625105,38.079351
128.682051,38.056648
128.623559,38.077939
128.623683,38.077671
128.623983,38.077944
128.624824,38.081112
128.622559,38.079936
128.622398,38.080176
128.615214,38.075328
128.722974,38.019722
127.924359,37.351009
127.957029,37.384655
127.958728,37.313874
127.827813,37.328273
127.821998,37.315495
127.916641,37.338479
127.826518,37.317034
127.962212,37.36322
127.918832,37.337651
127.917833,37.291036
127.952209,37.328487
127.922081,37.338438
127.973248,37.344362
127.932735,37.363378
127.920097,37.336265
127.953355,37.336426
127.953557,37.338796
127.954539,37.338058
127.931586,37.335704
127.94063,37.372988
127.927742,37.33162
127.984122,37.320917
127.927224,37.329637
127.932294,37.327018
127.930726,37.363386
127.97526,37.33655
127.945777,37.407115
127.931164,37.32836
127.984652,37.323089
127.977679,37.321358
127.987922,37.335155
127.979808,37.336885
127.975411,37.321961
127.919357,37.30012
127.9239891,37.35207239
127.974983,37.320907
128.0145574,37.3265956
127.7399682,37.8630696
127.9344104,37.3525786
127.9535536,37.3315903
127.9619681,37.3615903
128.171674,38.065676
128.175045,38.069825
128.176585,38.070048
128.192456,38.076871
128.1701254,38.0673428
128.171151,38.066605
128.207291,38.127562
128.208783,38.126748
128.207104,38.125869
128.198755,38.117666
128.19824,38.116793
128.221857,38.124004
128.22187,38.124382
128.207895,38.123452
128.314714,37.946583
128.083322,37.969491
128.081622,37.966113
128.209776,38.218538
128.2067818,38.1245849
128.167449,38.067331
128.168122,38.0677
128.176267,38.07058
128.169818,38.066688
128.186307,38.083908
128.186239,38.083881
128.205302,38.126097
128.206212,38.124897
128.200217,38.118303
128.420479,38.2165076
128.200217,38.118303
128.1980073,38.1150028
128.206863,38.121337
128.22155,38.124058
128.317274,37.949306
128.081227,37.968925
128.29029,37.918922
128.25867,37.873269
128.168856,38.064599
128.177213,38.070885
128.169545,38.066671
128.169131,38.065356
128.1714,38.065758
128.170624,38.065074
128.171091,38.064902
128.170628,38.066921
128.170435,38.067066
128.17608,38.068886
128.175319,38.069698
128.167094,38.066656
128.167677,38.067106
128.1686545,38.0684493
128.204651,38.125485
128.206559,38.126707
128.206725,38.120977
128.217901,38.128155
128.204799,38.125404
128.206976,38.125067
128.20716,38.125391
128.207034,38.125211
128.157094,38.165076
128.206736,38.124707
128.157094,38.165076
128.316874,37.948884
128.318771,37.955979
128.315247,37.951519
128.315247,37.951519
128.321597,37.962152
128.210742,38.220708
128.211606,38.223337
128.6456519,37.38035066
128.6489607,37.3777734
128.6537731,37.37932376
128.6712891,37.38468604
128.6528516,37.37984248
128.6699646,37.37924197
128.6481428,37.37851679
128.8454068,37.19146289
128.8802047,37.2112677
128.8388574,37.22045312
128.8575621,37.1995935
128.8566751,37.20084346
128.858874,37.19906134
128.8293579,37.22860305
128.8390766,37.22599337
128.8248208,37.22384091
128.8248711,37.2253454
128.8262598,37.22249722
128.6745055,37.22059487
128.7776365,37.24100236
128.7861639,37.23946814
128.7392347,37.27075999
127.96441,37.322995
127.827913,37.328723
127.943005,37.352903
127.954438,37.411939
127.83219,37.318664
127.828949,37.329545
127.93209,37.352438
127.899536,37.352766
127.944625,37.344298
127.966229,37.34109
127.911902,37.279507
127.818913,37.284537
127.950968,37.379634
127.960322,37.329211
127.93279,37.352384
127.957522,37.412112
127.930216,37.352473
127.954832,37.394801
127.987492,37.343545
127.947064,37.344101
127.958024,37.362425
127.971589,37.433184
127.95944,37.33286
127.828349,37.325795
127.819338,37.313995
127.937395,37.325615
127.939709,37.325111
127.947821,37.325773
127.954623,37.385636
127.954861,37.385069
127.954228,37.385068
127.94862,37.328855
127.959706,37.361705
127.946104,37.328683
127.97966,37.339606
127.818663,37.313562
127.93736,37.354342
127.947288,37.329873
127.957844,37.381132
127.96869,37.341505
127.952598,37.320224
127.951933,37.336687
127.961173,37.362841
127.950385,37.321512
127.887522,37.332598
127.961096,37.33706
127.955596,37.382411
127.936773,37.326822
127.946975,37.341434
127.923732,37.302016
127.950115,37.320394
127.941705,37.341215
127.910371,37.27755
127.952016,37.40163
127.830131,37.325843
127.953567,37.322009
127.954515,37.321234
127.953681,37.319981
127.955912,37.324416
127.941892,37.347541
127.938186,37.324471
127.96394,37.314731
127.926135,37.335746
127.952325,37.322576
127.927151,37.311768
127.939394,37.323696
127.965608,37.317354
127.951422,37.323405
127.965665,37.316219
127.947154,37.327917
127.926577,37.333701
127.967638,37.320121
127.923066,37.335717
127.938613,37.326093
127.955864,37.349196
127.962574,37.315073
127.924283,37.337403
127.960021,37.363507
127.962079,37.313839
127.951458,37.320557
127.955859,37.319523
127.957191,37.318577
127.955883,37.375031
127.96237,37.340593
127.947479,37.33163
127.939047,37.333834
127.924906,37.334502
127.956297,37.361884
127.937418,37.325624
127.927227,37.350957
127.952975,37.329569
127.950198,37.332091
127.959806,37.323426
127.934307,37.36027
127.934983,37.361658
127.947829,37.379245
127.964865,37.338909
127.970247,37.340568
127.966479,37.338972
127.963986,37.334709
127.832509,37.322161
127.755173,37.8680732
127.7537102,37.8694433
127.7407164,37.8818832
127.7884258,37.9326219
127.7553297,37.8695188
127.7569374,37.8665695
127.7270719,37.8890269
127.7570009,37.8690348
127.74451,37.8544334
127.74083,37.8555165
127.7590344,37.8330484
127.7408999,37.8631492
127.7363901,37.8577538
127.7298409,37.858995
127.7430294,37.8550492
127.7372024,37.8626148
127.7102995,37.8430247
127.736964,37.859349
127.7419989,37.8504517
127.7117966,37.8408001
127.7394869,37.8532402
127.7272604,37.877078
127.7230936,37.9133884
127.7536444,37.854725
127.7534041,37.8542046
127.7268751,37.9016759
127.7541812,37.88028
127.7471794,37.8511098
127.7417716,37.8484869
127.7425332,37.8523441
127.7293998,37.8574766
127.7457852,37.8477676
127.7649323,37.8478759
127.7306227,37.8674241
127.7276558,37.8780529
127.7616714,37.8806261
127.7312266,37.9004866
127.7461529,37.8495642
127.7397164,37.8477418
127.7311988,37.8612137
127.7521806,37.8534307
127.7361305,37.8550195
127.7368559,37.8970998
127.7358192,37.8562766
127.7264762,37.8831815
127.7314948,37.8576382
127.7158606,37.8674876
127.7497058,37.8536796
127.7178816,37.8719083
127.7553043,37.8830188
127.7478895,37.8798243
127.7366216,37.8527518
127.7295482,37.9085847
127.7311162,37.9086424
127.7556893,37.88866
127.760077,37.8562844
127.7595116,37.8582277
127.7549835,37.8569965
127.7596949,37.8836847
127.7653593,37.8784431
127.7333843,37.859632
127.7556108,37.8800677
127.7336798,37.8618428
127.7116657,37.8434858
127.7902309,37.9323035
127.7640078,37.8809926
127.7482471,37.8580132
127.750497,37.8728165
127.7619277,37.9190871
127.7140842,37.8686411
127.7402926,37.8771804
127.7498291,37.8784067
127.7155261,37.8169923
127.7375898,37.8716313
127.7408686,37.8828032
127.7508952,37.8521242
127.7266857,37.8689386
127.741603,37.8886488
127.7569062,37.8781566
127.735692,37.8708838
127.7412565,37.884024
127.7527412,37.888334
127.7378697,37.8696515
127.7517149,37.8821553
127.7507447,37.9284854
127.7626341,37.8324826
127.7361991,37.8810385
127.6360723,37.8094897
127.7372227,37.8997739
127.5304482,37.7273444
127.7305558,37.8826953
127.7600804,37.8341894
127.7407164,37.8818832
127.6230927,37.7457114
127.7515393,37.8840128
127.7272005,37.8683388
127.7438325,37.8807553
127.7471891,37.8821952
127.7226906,37.8713503
127.7366415,37.8733349
127.74481,37.8821297
127.74481,37.8821297
127.7519085,37.8790075
127.7165957,37.8731946
127.7319687,37.8748984
127.7371352,37.8674793
127.7328232,37.8837691
127.7164365,37.8729104
127.7284997,37.86834
127.7164024,37.8755864
127.7282531,37.8871997
127.7447449,37.8818845
127.7399816,37.8790034
127.7280615,37.8675641
127.7282248,37.8676573
127.7165405,37.8730701
127.7507232,37.8795736
127.7157846,37.8757209
127.7406217,37.8812349
127.7296345,37.8822013
127.7168948,37.8755227
127.754377,37.8750383
127.7347972,37.8827059
127.7398614,37.8827911
127.7397787,37.8804572
127.7360782,37.8840323
127.7582212,37.8315888
127.7377259,37.8784479
127.7213152,37.87711
127.7395497,37.8799449
127.6359576,38.0173749
127.7409491,37.8819005
